expr	script_size	op_count	sat_witness_elements	exec_stack	mixed_timelocks	non_malleable	requires_sig	sat_size
and_b(and_v(v:after(500000001),after(500000001)),sc:pk_k(A))	49	6	2	2	false	true	true	66
and_b(and_v(v:after(500000001),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),after(500000001))),sc:pk_k(A))	97	14	3	2	false	false	false	99
and_b(and_v(v:after(500000001),j:multi_a(2,A,B,C)),a:after(1))	PARSE_ERR
and_b(and_v(v:after(500000001),multi_a(2,A,B,C)),a:after(1))	116	6	4	2	true	true	true	133
and_b(and_v(v:after(500000001),multi_a(2,A,B,C)),a:after(500000001))	120	6	4	2	false	true	true	133
and_b(and_v(v:after(500000001),multi_a(2,A,B,C)),a:multi_a(2,D,E,F))	218	5	7	3	false	true	true	266
and_b(and_v(v:after(500000001),multi_a(2,A,B,C)),an:after(1))	117	7	4	2	true	true	true	133
and_b(and_v(v:after(500000001),multi_a(2,A,B,C)),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	153	9	5	3	false	true	true	166
and_b(and_v(v:after(500000001),multi_a(2,A,B,C)),sc:pk_k(D))	147	5	5	2	false	true	true	199
and_b(and_v(v:after(500000001),multi_a(2,A,B,C)),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	152	8	5	3	false	true	true	166
and_b(and_v(v:after(500000001),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),a:multi_a(2,A,B,C))	153	9	5	3	false	true	true	166
and_b(and_v(v:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1)),after(1)),sc:pk_k(A))	85	14	3	2	false	false	false	99
and_b(and_v(vc:pk_h(A),1),sc:pk_k(B))	62	7	4	2	false	true	true	165
and_b(and_v(vc:pk_h(A),after(1)),a:after(500000001))	36	9	3	2	true	true	true	99
and_b(and_v(vc:pk_h(A),after(1)),s:or_i(after(500000001),0))	39	11	4	2	true	true	true	101
and_b(and_v(vc:pk_h(A),after(500000001)),a:after(1))	36	9	3	2	true	true	true	99
and_b(and_v(vc:pk_h(A),after(500000001)),ac:pk_k(B))	68	9	4	2	false	true	true	165
and_b(and_v(vc:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),a:after(500000001))	73	12	4	2	false	true	true	132
and_b(and_v(vc:pk_k(A),after(1)),a:after(500000001))	45	6	2	2	true	true	true	66
and_b(and_v(vc:pk_k(A),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b))),a:after(1))	159	20	4	2	false	false	false	132
and_b(and_v(vc:pk_k(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),a:after(500000001))	82	9	3	2	false	true	true	99
and_b(and_v(vdv:after(500000001),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),ac:pk_h(A))	78	17	5	3	false	true	true	134
and_b(and_v(vj:multi_a(2,A,B,C),after(500000001)),a:after(1))	PARSE_ERR
and_b(and_v(v:multi_a(2,A,B,C),1),a:after(1))	110	4	4	2	false	true	true	133
and_b(and_v(v:multi_a(2,A,B,C),1),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	146	6	5	3	false	true	true	166
and_b(and_v(v:multi_a(2,A,B,C),after(1)),a:after(1))	111	5	4	2	false	true	true	133
and_b(and_v(v:multi_a(2,A,B,C),after(1)),a:after(500000001))	115	5	4	2	true	true	true	133
and_b(and_v(v:multi_a(2,A,B,C),after(1)),a:multi_a(2,D,E,F))	213	4	7	3	false	true	true	266
and_b(and_v(v:multi_a(2,A,B,C),after(1)),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	147	7	5	3	false	true	true	166
and_b(and_v(v:multi_a(2,A,B,C),after(500000001)),a:after(1))	115	5	4	2	true	true	true	133
and_b(and_v(v:multi_a(2,A,B,C),after(500000001)),a:after(500000001))	119	5	4	2	false	true	true	133
and_b(and_v(v:multi_a(2,A,B,C),after(500000001)),a:multi_a(2,D,E,F))	217	4	7	3	false	true	true	266
and_b(and_v(v:multi_a(2,A,B,C),after(500000001)),an:after(1))	116	6	4	2	true	true	true	133
and_b(and_v(v:multi_a(2,A,B,C),after(500000001)),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001)))	161	12	5	3	false	false	false	166
and_b(and_v(v:multi_a(2,A,B,C),after(500000001)),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	152	8	5	3	false	true	true	166
and_b(and_v(v:multi_a(2,A,B,C),after(500000001)),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	151	7	5	3	false	true	true	166
and_b(and_v(v:multi_a(2,A,B,C),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001))),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b))	232	18	7	3	false	false	false	232
and_b(and_v(v:multi_a(2,A,B,C),multi_a(2,D,E,F)),a:after(1))	213	4	7	2	false	true	true	266
and_b(and_v(v:multi_a(2,A,B,C),multi_a(2,D,E,F)),a:after(500000001))	217	4	7	2	false	true	true	266
and_b(and_v(v:multi_a(2,A,B,C),multi_a(2,D,E,F)),a:multi_a(2,G,I,J))	315	3	10	3	false	true	true	399
and_b(and_v(v:multi_a(2,A,B,C),multi_a(2,D,E,F)),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	249	6	8	3	false	true	true	299
and_b(and_v(v:multi_a(2,A,B,C),n:after(500000001)),a:after(1))	116	6	4	2	true	true	true	133
and_b(and_v(v:multi_a(2,A,B,C),or_b(multi_a(2,D,E,F),a:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b))),a:after(1))	255	11	8	3	false	false	false	299
and_b(and_v(v:multi_a(2,A,B,C),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),a:after(1))	148	8	5	2	false	true	true	166
and_b(and_v(v:multi_a(2,A,B,C),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	185	11	6	3	false	true	true	199
and_b(and_v(v:multi_a(2,A,B,C),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	184	10	6	3	false	true	true	199
and_b(and_v(vn:after(1),after(500000001)),a:multi_a(2,A,B,C))	117	7	4	3	true	true	true	133
and_b(and_v(vn:after(1),multi_a(2,A,B,C)),a:after(500000001))	117	7	4	2	true	true	true	133
and_b(and_v(v:or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),after(1)),a:after(500000001))	223	9	7	2	true	true	true	136
and_b(and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),after(1)),a:multi_a(2,A,B,C))	148	8	5	3	false	true	true	166
and_b(and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),after(500000001)),a:multi_a(2,A,B,C))	152	8	5	3	false	true	true	166
and_b(and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi_a(2,A,B,C)),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	184	10	6	3	false	true	true	199
and_b(c:andor(j:multi_a(2,A,B,C),pk_h(D),pk_h(E)),a:after(1))	PARSE_ERR
and_b(c:andor(multi_a(2,A,B,C),pk_h(D),pk_h(E)),a:multi_a(2,F,G,I))	263	13	9	3	false	true	true	365
and_b(c:andor(multi_a(2,A,B,C),pk_k(D),pk_h(E)),a:after(1))	170	11	6	2	false	true	true	199
and_b(c:andor(multi_a(2,A,B,C),pk_k(D),pk_h(E)),a:after(500000001))	174	11	6	2	false	true	true	199
and_b(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B)),a:after(1))	96	18	4	2	false	false	false	132
and_b(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_k(B)),a:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b))	151	15	4	3	false	false	false	132
and_b(c:and_v(v:after(1),pk_h(A)),a:after(1))	33	10	3	2	false	true	true	99
and_b(c:and_v(v:after(1),pk_h(A)),a:after(500000001))	37	10	3	2	true	true	true	99
and_b(c:and_v(v:after(1),pk_h(A)),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	70	13	4	3	false	true	true	132
and_b(c:and_v(v:after(1),pk_h(A)),s:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1)))	76	17	4	3	false	false	false	132
and_b(c:and_v(v:after(1),pk_k(A)),a:after(500000001))	46	7	2	2	true	true	true	66
and_b(c:and_v(v:after(500000001),pk_h(A)),a:after(1))	37	10	3	2	true	true	true	99
and_b(c:and_v(v:after(500000001),pk_h(A)),a:after(500000001))	41	10	3	2	false	true	true	99
and_b(c:and_v(v:after(500000001),pk_h(A)),an:after(1))	38	11	3	2	true	true	true	99
and_b(c:and_v(v:after(500000001),pk_h(A)),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	74	13	4	3	false	true	true	132
and_b(c:and_v(v:after(500000001),pk_h(A)),sc:pk_k(B))	68	9	4	2	false	true	true	165
and_b(c:and_v(v:after(500000001),pk_k(A)),a:after(1))	46	7	2	2	true	true	true	66
and_b(c:and_v(v:after(500000001),pk_k(A)),a:after(500000001))	50	7	2	2	false	true	true	66
and_b(c:and_v(vc:pk_h(A),pk_h(B)),sc:pk_k(C))	86	11	6	2	false	true	true	264
and_b(c:and_v(vn:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1)),pk_h(A)),a:after(1))	78	19	4	2	false	false	false	132
and_b(c:and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_h(A)),ac:pk_h(B))	92	15	6	3	false	true	true	231
and_b(c:and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_h(A)),a:multi_a(2,B,C,D))	171	11	7	3	false	true	true	265
and_b(c:and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_h(A)),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	106	15	5	3	false	true	true	165
and_b(c:and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_h(A)),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	105	14	5	3	false	true	true	165
and_b(c:and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_k(A)),ac:pk_k(B))	110	9	4	2	false	true	true	165
and_b(c:and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_k(A)),a:multi_a(2,B,C,D))	180	8	6	3	false	true	true	232
and_b(c:pk_h(A),a:after(1))	30	8	3	2	false	true	true	99
and_b(c:pk_h(A),a:after(500000001))	34	8	3	2	false	true	true	99
and_b(c:pk_h(A),a:and_b(after(1),a:after(1)))	35	12	3	3	false	true	true	99
and_b(c:pk_h(A),a:and_b(after(1),a:after(500000001)))	39	12	3	3	true	true	true	99
and_b(c:pk_h(A),a:and_b(after(1),an:after(1)))	36	13	3	3	false	true	true	99
and_b(c:pk_h(A),a:and_b(after(500000001),a:after(1)))	39	12	3	3	true	true	true	99
and_b(c:pk_h(A),a:and_b(after(500000001),a:after(500000001)))	43	12	3	3	false	true	true	99
and_b(c:pk_h(A),a:and_b(after(500000001),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	76	15	4	4	false	true	true	132
and_b(c:pk_h(A),a:and_b(and_b(after(1),a:after(1)),a:after(500000001)))	44	16	3	3	true	true	true	99
and_b(c:pk_h(A),a:and_b(and_b(after(1),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1))),a:after(1)))	84	24	4	4	false	false	false	132
and_b(c:pk_h(A),a:and_b(or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),ac:pk_k(B)),a:after(500000001)))	113	19	5	3	false	false	false	198
and_b(c:pk_h(A),a:and_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),after(500000001))))	124	23	5	4	false	false	false	165
and_b(c:pk_h(A),a:andor(c:pk_h(B),after(1),after(1)))	60	16	5	3	false	true	true	198
and_b(c:pk_h(A),a:andor(c:pk_h(B),after(1),after(500000001)))	64	16	5	3	false	true	true	198
and_b(c:pk_h(A),a:andor(c:pk_k(B),after(500000001),after(1)))	73	13	4	2	false	true	true	165
and_b(c:pk_h(A),a:andor(j:multi_a(2,B,C,D),after(500000001),after(500000001)))	PARSE_ERR
and_b(c:pk_h(A),a:andor(multi_a(2,B,C,D),after(1),after(500000001)))	143	12	6	3	false	true	true	232
and_b(c:pk_h(A),a:andor(multi_a(2,B,C,D),after(500000001),after(1)))	143	12	6	3	false	true	true	232
and_b(c:pk_h(A),a:andor(multi_a(2,B,C,D),multi_a(2,E,F,G),after(500000001)))	245	11	9	3	false	true	true	365
and_b(c:pk_h(A),a:andor(multi_a(2,B,C,D),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),after(500000001)))	180	15	7	3	false	true	true	265
and_b(c:pk_h(A),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1)))	74	16	4	3	false	false	false	132
and_b(c:pk_h(A),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),after(500000001)))	82	16	4	3	false	false	false	132
and_b(c:pk_h(A),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),and_b(after(1),a:after(1)),after(1)))	79	20	4	3	false	false	false	132
and_b(c:pk_h(A),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_h(B),after(500000001)))	101	19	6	3	false	false	false	231
and_b(c:pk_h(A),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),n:after(1),after(1)))	75	17	4	3	false	false	false	132
and_b(c:pk_h(A),a:and_v(v:after(1),after(500000001)))	37	10	3	2	true	true	true	99
and_b(c:pk_h(A),a:and_v(v:after(500000001),after(500000001)))	41	10	3	2	false	true	true	99
and_b(c:pk_h(A),a:and_v(v:after(500000001),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),after(500000001))))	89	18	4	3	false	false	false	132
and_b(c:pk_h(A),a:and_v(v:after(500000001),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	74	13	4	3	false	true	true	132
and_b(c:pk_h(A),ac:and_v(vc:pk_h(B),pk_h(C)))	78	15	7	3	false	true	true	297
and_b(c:pk_h(A),ac:pk_h(B))	53	11	5	3	false	true	true	198
and_b(c:pk_h(A),ac:pk_k(B))	62	8	4	2	false	true	true	165
and_b(c:pk_h(A),aj:and_b(c:pk_h(B),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1))))	104	26	6	4	false	false	false	231
and_b(c:pk_h(A),ajc:pk_h(B))	57	15	5	3	false	true	true	198
and_b(c:pk_h(A),aj:multi_a(2,B,C,D))	PARSE_ERR
and_b(c:pk_h(A),a:multi_a(2,B,C,D))	132	7	6	3	false	true	true	232
and_b(c:pk_h(A),an:after(1))	31	9	3	2	false	true	true	99
and_b(c:pk_h(A),an:after(500000001))	35	9	3	2	false	true	true	99
and_b(c:pk_h(A),an:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1)))	75	17	4	3	false	false	false	132
and_b(c:pk_h(A),andv:after(1))	35	13	4	2	false	true	true	101
and_b(c:pk_h(A),andv:after(500000001))	39	13	4	2	false	true	true	101
and_b(c:pk_h(A),an:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1)))	73	16	4	3	false	false	false	132
and_b(c:pk_h(A),a:or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),ac:pk_h(B)))	95	18	6	4	false	false	false	231
and_b(c:pk_h(A),a:or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),a:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)))	109	18	5	4	false	false	false	165
and_b(c:pk_h(A),a:or_d(c:pk_h(B),after(1)))	58	15	5	3	false	true	true	198
and_b(c:pk_h(A),a:or_d(c:pk_h(B),after(500000001)))	62	15	5	3	false	true	true	198
and_b(c:pk_h(A),a:or_d(jc:pk_h(B),after(500000001)))	66	19	5	3	false	false	false	198
and_b(c:pk_h(A),a:or_d(multi_a(2,B,C,D),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	174	14	7	3	false	true	true	232
and_b(c:pk_h(A),a:or_d(ndv:after(1),after(1)))	40	17	4	2	false	false	false	101
and_b(c:pk_h(A),a:or_d(or_d(c:pk_k(B),multi_a(2,C,D,E)),after(1)))	174	15	7	3	false	true	true	233
and_b(c:pk_h(A),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1)))	72	15	4	3	false	false	false	132
and_b(c:pk_h(A),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001)))	76	15	4	3	false	false	false	132
and_b(c:pk_h(A),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_h(B)))	95	18	6	3	false	false	false	231
and_b(c:pk_h(A),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_k(B)))	104	15	5	3	false	false	false	198
and_b(c:pk_h(A),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi_a(2,B,C,D)))	174	14	7	3	false	false	false	265
and_b(c:pk_h(A),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)))	109	18	5	3	false	false	false	165
and_b(c:pk_h(A),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	67	11	4	3	false	true	true	132
and_b(c:pk_h(A),s:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),0))	72	14	4	3	false	false	false	132
and_b(c:pk_h(A),s:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1)))	73	15	4	3	false	false	false	132
and_b(c:pk_h(A),s:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),and_v(v:after(1),after(1))))	76	17	4	3	false	false	false	132
and_b(c:pk_h(A),s:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),after(500000001)))	81	15	4	3	false	false	false	132
and_b(c:pk_h(A),sc:and_v(v:after(500000001),pk_k(B)))	68	9	4	2	false	true	true	165
and_b(c:pk_h(A),sc:pk_k(B))	61	7	4	2	false	true	true	165
and_b(c:pk_h(A),sjc:pk_k(B))	65	11	4	2	false	true	true	165
and_b(c:pk_h(A),sndv:after(1))	34	12	4	2	false	true	true	101
and_b(c:pk_h(A),s:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1)))	71	14	4	3	false	false	false	132
and_b(c:pk_h(A),s:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001)))	75	14	4	3	false	false	false	132
and_b(c:pk_h(A),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	66	10	4	3	false	true	true	132
and_b(c:pk_k(A),a:after(1))	39	5	2	2	false	true	true	66
and_b(c:pk_k(A),a:after(500000001))	43	5	2	2	false	true	true	66
and_b(c:pk_k(A),a:and_b(after(1),a:after(1)))	44	9	2	3	false	true	true	66
and_b(c:pk_k(A),a:and_b(after(1),a:after(500000001)))	48	9	2	3	true	true	true	66
and_b(c:pk_k(A),a:and_b(after(1),a:and_b(after(1),ac:pk_k(B))))	81	13	3	4	false	true	true	132
and_b(c:pk_k(A),a:and_b(after(1),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	81	12	3	4	false	true	true	99
and_b(c:pk_k(A),a:and_b(after(500000001),a:after(1)))	48	9	2	3	true	true	true	66
and_b(c:pk_k(A),a:and_b(after(500000001),a:after(500000001)))	52	9	2	3	false	true	true	66
and_b(c:pk_k(A),a:and_b(and_v(v:after(1),after(1)),a:after(1)))	47	11	2	3	false	true	true	66
and_b(c:pk_k(A),a:andor(c:pk_h(B),after(1),after(500000001)))	73	13	4	3	false	true	true	165
and_b(c:pk_k(A),a:andor(c:pk_k(B),after(1),after(500000001)))	82	10	3	2	false	true	true	132
and_b(c:pk_k(A),a:andor(multi_a(2,B,C,D),after(1),after(500000001)))	152	9	5	3	false	true	true	199
and_b(c:pk_k(A),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1)))	83	13	3	3	false	false	false	99
and_b(c:pk_k(A),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),after(500000001)))	91	13	3	3	false	false	false	99
and_b(c:pk_k(A),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),c:pk_h(B)))	110	16	5	3	false	false	false	198
and_b(c:pk_k(A),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_k(B),multi_a(2,C,D,E)))	217	12	6	3	false	false	false	232
and_b(c:pk_k(A),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1)))	120	16	4	3	false	false	false	132
and_b(c:pk_k(A),a:and_v(v:after(1),after(500000001)))	46	7	2	2	true	true	true	66
and_b(c:pk_k(A),a:and_v(v:after(500000001),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),after(500000001))))	98	15	3	3	false	false	false	99
and_b(c:pk_k(A),ac:pk_h(B))	62	8	4	3	false	true	true	165
and_b(c:pk_k(A),ac:pk_k(B))	71	5	3	2	false	true	true	132
and_b(c:pk_k(A),ajc:pk_h(B))	66	12	4	3	false	true	true	165
and_b(c:pk_k(A),ajc:pk_k(B))	75	9	3	2	false	true	true	132
and_b(c:pk_k(A),aj:multi_a(2,B,C,D))	PARSE_ERR
and_b(c:pk_k(A),a:multi_a(2,B,C,D))	141	4	5	3	false	true	true	199
and_b(c:pk_k(A),an:after(1))	40	6	2	2	false	true	true	66
and_b(c:pk_k(A),an:after(500000001))	44	6	2	2	false	true	true	66
and_b(c:pk_k(A),an:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1)))	84	14	3	3	false	false	false	99
and_b(c:pk_k(A),an:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),after(500000001)))	92	14	3	3	false	false	false	99
and_b(c:pk_k(A),andv:after(500000001))	48	10	3	2	false	true	true	68
and_b(c:pk_k(A),an:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001)))	86	13	3	3	false	false	false	99
and_b(c:pk_k(A),a:or_b(multi_a(2,B,C,D),a:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)))	183	11	6	4	false	false	false	232
and_b(c:pk_k(A),a:or_b(ndv:after(1),a:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)))	86	17	4	4	false	false	false	101
and_b(c:pk_k(A),a:or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),a:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)))	118	15	4	4	false	false	false	132
and_b(c:pk_k(A),a:or_d(c:pk_k(B),after(1)))	76	9	3	2	false	true	true	132
and_b(c:pk_k(A),a:or_d(c:pk_k(B),c:pk_k(C)))	108	9	4	2	false	true	true	133
and_b(c:pk_k(A),a:or_d(j:multi_a(2,B,C,D),after(500000001)))	PARSE_ERR
and_b(c:pk_k(A),a:or_d(multi_a(2,B,C,D),after(1)))	146	8	5	3	false	true	true	199
and_b(c:pk_k(A),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1)))	81	12	3	3	false	false	false	99
and_b(c:pk_k(A),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001)))	85	12	3	3	false	false	false	99
