expr	script_size	op_count	sat_witness_elements	exec_stack	mixed_timelocks	non_malleable	requires_sig	sat_size
andor(andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),multi(2,A,B,C),multi(2,D,E,F))	333	23	6	3	false	false	true	213
andor(andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),or_i(0,multi(2,A,B,C)),multi(2,D,E,F))	337	26	7	3	false	false	true	214
andor(andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),thresh(2,multi(2,A,B,C),ac:pk_h(D),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),0),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi(2,E,F,G))	366	33	9	3	false	false	true	353
andor(c:andor(j:multi(2,A,B,C),pk_h(D),pk_h(E)),after(500000001),0)	171	22	6	3	false	false	true	254
andor(c:andor(j:multi(2,A,B,C),pk_h(D),pk_h(E)),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi(2,F,G,I))	308	26	7	3	false	false	true	287
andor(c:andor(j:multi(2,A,B,C),pk_k(D),pk_h(E)),after(500000001),multi(2,F,G,I))	285	20	7	3	false	false	true	220
andor(c:andor(j:multi(2,A,B,C),pk_k(D),pk_k(E)),after(500000001),multi(2,F,G,I))	295	17	6	3	false	false	true	220
andor(c:andor(multi(2,A,B,C),pk_k(D),pk_h(E)),multi(2,F,G,I),multi(2,J,K,L))	380	19	9	3	false	true	true	367
andor(c:andor(multi(2,A,B,C),pk_k(D),pk_k(E)),multi(2,F,G,I),multi(2,J,K,L))	390	16	8	3	false	true	true	367
andor(c:andor(multi(2,A,B,C),pk_k(D),pk_k(E)),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),0)	220	15	6	3	false	true	true	253
andor(c:andor(multi(2,A,B,C),pk_k(D),pk_k(E)),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi(2,F,G,I))	324	19	8	3	false	true	true	253
andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B)),after(1),c:pk_h(C))	121	22	6	2	false	false	true	175
andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B)),after(500000001),multi(2,C,D,E))	205	22	7	3	false	false	true	215
andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B)),c:pk_h(C),multi(2,D,E,F))	224	25	7	3	false	false	true	247
andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B)),j:multi(2,C,D,E),multi(2,F,G,I))	308	26	7	3	false	false	true	287
andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_h(B)),after(500000001),0)	111	15	4	2	false	false	true	140
andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_h(B)),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0)	144	18	5	2	false	false	true	173
andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_k(B)),multi(2,C,D,E),multi(2,F,G,I))	324	16	6	3	false	false	true	253
andor(c:pk_h(A),after(1),0)	31	8	3	2	false	true	true	107
andor(c:pk_h(A),after(1),and_v(v:after(500000001),multi(2,B,C,D)))	142	14	6	3	false	true	true	182
andor(c:pk_h(A),after(1),c:pk_h(B))	55	12	5	2	false	true	true	142
andor(c:pk_h(A),after(1),c:pk_k(B))	65	9	4	2	false	true	true	108
andor(c:pk_h(A),after(1),jc:pk_h(B))	59	16	5	2	false	true	true	142
andor(c:pk_h(A),after(1),jc:pk_k(B))	69	13	4	2	false	true	true	108
andor(c:pk_h(A),after(1),j:multi(2,B,C,D))	139	16	6	3	false	true	true	182
andor(c:pk_h(A),after(1),multi(2,B,C,D))	135	12	6	3	false	true	true	182
andor(c:pk_h(A),after(1),or_d(j:multi(2,B,C,D),j:multi(2,E,F,G)))	251	24	7	3	false	false	true	183
andor(c:pk_h(A),after(500000001),0)	35	8	3	2	false	true	true	107
andor(c:pk_h(A),after(500000001),and_b(after(1),a:multi(2,B,C,D)))	144	16	6	4	false	true	true	182
andor(c:pk_h(A),after(500000001),and_b(after(500000001),a:multi(2,B,C,D)))	148	16	6	4	false	true	true	182
andor(c:pk_h(A),after(500000001),andor(multi(2,B,C,D),after(500000001),multi(2,E,F,G)))	253	20	9	3	false	true	true	185
andor(c:pk_h(A),after(500000001),c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(B),pk_k(C)))	145	16	5	2	false	false	true	141
andor(c:pk_h(A),after(500000001),c:pk_h(B))	59	12	5	2	false	true	true	142
andor(c:pk_h(A),after(500000001),c:pk_k(B))	69	9	4	2	false	true	true	108
andor(c:pk_h(A),after(500000001),jc:pk_h(B))	63	16	5	2	false	true	true	142
andor(c:pk_h(A),after(500000001),jc:pk_k(B))	73	13	4	2	false	true	true	108
andor(c:pk_h(A),after(500000001),j:multi(2,B,C,D))	143	16	6	3	false	true	true	182
andor(c:pk_h(A),after(500000001),multi(2,B,C,D))	139	12	6	3	false	true	true	182
andor(c:pk_h(A),after(500000001),or_b(multi(2,B,C,D),a:multi(2,E,F,G)))	247	19	9	4	false	true	true	185
andor(c:pk_h(A),after(500000001),or_d(multi(2,B,C,D),multi(2,E,F,G)))	247	19	9	3	false	true	true	185
andor(c:pk_h(A),after(500000001),or_i(multi(2,B,C,D),0))	143	15	7	3	false	true	true	184
andor(c:pk_h(A),and_b(after(1),a:after(500000001)),c:pk_h(B))	64	16	5	2	true	true	true	142
andor(c:pk_h(A),and_b(after(1),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1))),0)	78	19	4	3	false	false	true	140
andor(c:pk_h(A),and_b(after(1),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),multi(2,B,C,D))	177	19	6	3	false	true	true	182
andor(c:pk_h(A),and_b(after(500000001),a:after(1)),c:pk_h(B))	64	16	5	2	true	true	true	142
andor(c:pk_h(A),and_b(after(500000001),a:after(1)),c:pk_k(B))	74	13	4	2	true	true	true	108
andor(c:pk_h(A),and_b(after(500000001),a:after(1)),multi(2,B,C,D))	144	16	6	3	true	true	true	182
andor(c:pk_h(A),and_b(after(500000001),a:after(500000001)),0)	44	12	3	2	false	true	true	107
andor(c:pk_h(A),and_b(after(500000001),a:after(500000001)),multi(2,B,C,D))	148	16	6	3	false	true	true	182
andor(c:pk_h(A),andor(c:pk_h(B),after(500000001),after(500000001)),multi(2,C,D,E))	173	20	6	3	false	true	true	214
andor(c:pk_h(A),andor(multi(2,B,C,D),after(1),after(1)),multi(2,E,F,G))	245	17	6	3	false	true	true	254
andor(c:pk_h(A),andor(multi(2,B,C,D),after(1),after(500000001)),multi(2,E,F,G))	249	17	6	3	false	true	true	254
andor(c:pk_h(A),andor(multi(2,B,C,D),after(500000001),after(500000001)),multi(2,E,F,G))	253	17	6	3	false	true	true	254
andor(c:pk_h(A),andor(multi(2,B,C,D),c:pk_h(E),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),multi(2,F,G,I))	305	23	8	3	false	true	true	361
andor(c:pk_h(A),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1)),c:pk_k(B))	109	17	4	2	false	false	true	140
andor(c:pk_h(A),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_h(B),after(500000001)),0)	102	19	6	2	false	false	true	247
andor(c:pk_h(A),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_h(B),multi(2,C,D,E)),multi(2,F,G,I))	305	23	7	3	false	false	true	287
andor(c:pk_h(A),and_v(v:after(1),after(1)),0)	34	10	3	2	false	true	true	107
andor(c:pk_h(A),and_v(v:after(1),after(500000001)),0)	38	10	3	2	true	true	true	107
andor(c:pk_h(A),and_v(v:after(1),after(500000001)),multi(2,B,C,D))	142	14	6	3	true	true	true	182
andor(c:pk_h(A),and_v(v:after(500000001),after(1)),and_b(c:pk_k(B),a:after(500000001)))	81	15	4	2	true	true	true	108
andor(c:pk_h(A),and_v(v:after(500000001),after(1)),c:pk_h(B))	62	14	5	2	true	true	true	142
andor(c:pk_h(A),and_v(v:after(500000001),after(1)),multi(2,B,C,D))	142	14	6	3	true	true	true	182
andor(c:pk_h(A),and_v(v:multi(2,B,C,D),after(500000001)),0)	140	12	6	3	false	true	true	254
andor(c:pk_h(A),c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(B),pk_h(C)),multi(2,D,E,F))	224	25	6	3	false	false	true	247
andor(c:pk_h(A),c:pk_h(B),0)	54	11	5	2	false	true	true	214
andor(c:pk_h(A),c:pk_h(B),c:pk_h(C))	78	15	5	2	false	true	true	214
andor(c:pk_h(A),c:pk_h(B),c:pk_k(C))	88	12	5	2	false	true	true	214
andor(c:pk_h(A),c:pk_h(B),j:multi(2,C,D,E))	162	19	6	3	false	true	true	214
andor(c:pk_h(A),c:pk_h(B),multi(2,C,D,E))	158	15	6	3	false	true	true	214
andor(c:pk_h(A),c:pk_k(B),0)	64	8	4	2	false	true	true	180
andor(c:pk_h(A),c:pk_k(B),c:pk_h(C))	88	12	5	2	false	true	true	180
andor(c:pk_h(A),c:pk_k(B),c:pk_k(C))	98	9	4	2	false	true	true	180
andor(c:pk_h(A),c:pk_k(B),multi(2,C,D,E))	168	12	6	3	false	true	true	182
andor(c:pk_h(A),jc:pk_h(B),c:pk_h(C))	82	19	5	2	false	true	true	214
andor(c:pk_h(A),jc:pk_h(B),multi(2,C,D,E))	162	19	6	3	false	true	true	214
andor(c:pk_h(A),jc:pk_k(B),multi(2,C,D,E))	172	16	6	3	false	true	true	182
andor(c:pk_h(A),j:multi(2,B,C,D),0)	138	15	6	3	false	true	true	254
andor(c:pk_h(A),j:multi(2,B,C,D),c:pk_k(E))	172	16	6	3	false	true	true	254
andor(c:pk_h(A),j:multi(2,B,C,D),j:multi(2,E,F,G))	246	20	6	3	false	true	true	254
andor(c:pk_h(A),j:multi(2,B,C,D),multi(2,E,F,G))	242	16	6	3	false	true	true	254
andor(c:pk_h(A),multi(2,B,C,D),0)	134	11	6	3	false	true	true	254
andor(c:pk_h(A),multi(2,B,C,D),and_b(after(500000001),a:multi(2,E,F,G)))	247	16	6	4	false	true	true	254
andor(c:pk_h(A),multi(2,B,C,D),c:pk_h(E))	158	15	6	3	false	true	true	254
andor(c:pk_h(A),multi(2,B,C,D),c:pk_k(E))	168	12	6	3	false	true	true	254
andor(c:pk_h(A),multi(2,B,C,D),jc:pk_h(E))	162	19	6	3	false	true	true	254
andor(c:pk_h(A),multi(2,B,C,D),j:multi(2,E,F,G))	242	16	6	3	false	true	true	254
andor(c:pk_h(A),multi(2,B,C,D),multi(2,E,F,G))	238	12	6	3	false	true	true	254
andor(c:pk_h(A),multi(2,B,C,D),or_d(multi(2,E,F,G),multi(2,I,J,K)))	346	19	9	3	false	true	true	254
andor(c:pk_h(A),multi(2,B,C,D),or_i(0,multi(2,E,F,G)))	242	15	7	3	false	true	true	254
andor(c:pk_h(A),multi(2,B,C,D),or_i(multi(2,E,F,G),0))	242	15	7	3	false	true	true	254
andor(c:pk_h(A),n:after(1),0)	32	9	3	2	false	true	true	107
andor(c:pk_h(A),n:after(1),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi(2,B,C,D),multi(2,E,F,G)))	283	21	7	3	false	false	true	215
andor(c:pk_h(A),n:after(1),c:pk_h(B))	56	13	5	2	false	true	true	142
andor(c:pk_h(A),n:after(1),multi(2,B,C,D))	136	13	6	3	false	true	true	182
andor(c:pk_h(A),n:after(500000001),0)	36	9	3	2	false	true	true	107
andor(c:pk_h(A),n:after(500000001),c:pk_h(B))	60	13	5	2	false	true	true	142
andor(c:pk_h(A),n:after(500000001),c:pk_k(B))	70	10	4	2	false	true	true	108
andor(c:pk_h(A),n:after(500000001),j:multi(2,B,C,D))	144	17	6	3	false	true	true	182
andor(c:pk_h(A),n:after(500000001),multi(2,B,C,D))	140	13	6	3	false	true	true	182
andor(c:pk_h(A),ndv:after(1),c:pk_k(B))	70	14	4	2	false	true	true	109
andor(c:pk_h(A),ndv:after(1),multi(2,B,C,D))	140	17	6	3	false	true	true	182
andor(c:pk_h(A),ndv:after(500000001),multi(2,B,C,D))	144	17	6	3	false	true	true	182
andor(c:pk_h(A),n:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1)),multi(2,B,C,D))	178	20	6	3	false	false	true	182
andor(c:pk_h(A),n:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001)),c:pk_h(B))	102	20	5	2	false	false	true	142
andor(c:pk_h(A),or_b(and_b(multi(2,B,C,D),sc:pk_k(E)),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),multi(2,F,G,I))	316	21	8	3	false	false	true	360
andor(c:pk_h(A),or_d(c:pk_h(B),after(500000001)),c:pk_h(C))	87	19	5	2	false	true	true	214
andor(c:pk_h(A),or_d(c:pk_k(B),after(500000001)),multi(2,C,D,E))	177	16	6	3	false	true	true	182
andor(c:pk_h(A),or_d(multi(2,B,C,D),after(1)),multi(2,E,F,G))	243	16	6	3	false	true	true	254
andor(c:pk_h(A),or_d(multi(2,B,C,D),after(500000001)),multi(2,E,F,G))	247	16	6	3	false	true	true	254
andor(c:pk_h(A),or_d(multi(2,B,C,D),multi(2,E,F,G)),multi(2,I,J,K))	346	19	9	3	false	true	true	257
andor(c:pk_h(A),or_d(multi(2,B,C,D),or_d(c:pk_h(E),after(500000001))),c:pk_h(F))	195	26	8	3	false	true	true	254
andor(c:pk_h(A),or_d(multi(2,B,C,D),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),multi(2,E,F,G))	280	19	7	3	false	true	true	254
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1)),0)	73	15	4	2	false	false	true	140
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1)),multi(2,B,C,D))	177	19	6	3	false	false	true	182
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001)),0)	77	15	4	2	false	false	true	140
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001)),multi(2,B,C,D))	181	19	6	3	false	false	true	182
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_h(B)),multi(2,C,D,E))	200	22	6	3	false	false	true	247
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi(2,B,C,D)),c:pk_h(E))	200	22	7	3	false	false	true	287
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi(2,B,C,D)),j:multi(2,E,F,G))	284	23	7	3	false	false	true	287
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi(2,B,C,D)),multi(2,E,F,G))	280	19	7	3	false	false	true	287
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),n:after(500000001)),multi(2,B,C,D))	182	20	6	3	false	false	true	182
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),or_d(multi(2,B,C,D),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b))),multi(2,E,F,G))	322	26	8	3	false	false	true	287
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),0)	110	18	5	2	false	false	true	173
andor(c:pk_h(A),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),multi(2,B,C,D))	214	22	6	3	false	false	true	182
andor(c:pk_h(A),or_i(0,after(1)),multi(2,B,C,D))	139	15	6	3	false	true	true	182
andor(c:pk_h(A),or_i(0,after(500000001)),0)	39	11	4	2	false	true	true	108
andor(c:pk_h(A),or_i(0,after(500000001)),j:multi(2,B,C,D))	147	19	6	3	false	true	true	182
andor(c:pk_h(A),or_i(0,after(500000001)),multi(2,B,C,D))	143	15	6	3	false	true	true	182
andor(c:pk_h(A),or_i(0,sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),multi(2,B,C,D))	176	18	6	3	false	true	true	182
andor(c:pk_h(A),or_i(after(1),0),multi(2,B,C,D))	139	15	6	3	false	true	true	182
andor(c:pk_h(A),or_i(j:multi(2,B,C,D),0),multi(2,E,F,G))	246	19	7	3	false	true	true	256
andor(c:pk_h(A),or_i(multi(2,B,C,D),0),multi(2,E,F,G))	242	15	7	3	false	true	true	256
andor(c:pk_h(A),or_i(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),0),0)	72	14	5	2	false	true	true	142
andor(c:pk_h(A),or_i(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),0),multi(2,B,C,D))	176	18	6	3	false	true	true	182
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),0)	68	11	4	2	false	true	true	140
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),and_b(after(500000001),sc:pk_k(B)))	110	15	4	2	false	true	true	140
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),and_b(c:pk_k(B),a:multi(2,C,D,E)))	210	19	7	4	false	true	true	255
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),and_b(multi(2,B,C,D),sc:pk_k(E)))	209	18	7	3	false	true	true	255
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),and_b(multi(2,B,C,D),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	213	21	7	3	false	true	true	215
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),andor(multi(2,B,C,D),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi(2,E,F,G)))	319	26	9	3	false	true	true	215
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),and_v(v:after(500000001),multi(2,B,C,D)))	179	17	6	3	false	true	true	182
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),and_v(vc:pk_h(B),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	131	19	6	2	false	true	true	175
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),c:pk_h(B))	92	15	5	2	false	true	true	142
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),c:pk_k(B))	102	12	4	2	false	true	true	140
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),jc:pk_h(B))	96	19	5	2	false	true	true	142
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),j:multi(2,B,C,D))	176	19	6	3	false	true	true	182
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi(2,B,C,D))	172	15	6	3	false	true	true	182
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),or_d(multi(2,B,C,D),multi(2,E,F,G)))	280	22	9	3	false	true	true	185
andor(c:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),or_i(0,j:multi(2,B,C,D)))	180	22	7	3	false	true	true	183
andor(c:pk_h(A),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi(2,B,C,D),c:pk_k(E)))	249	23	7	3	false	false	true	215
andor(c:pk_h(A),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(B),pk_h(C)))	168	22	6	2	false	false	true	175
andor(c:pk_k(A),after(1),0)	41	5	2	1	false	true	true	73
andor(c:pk_k(A),after(1),and_b(after(500000001),a:multi(2,B,C,D)))	154	13	5	4	false	true	true	148
andor(c:pk_k(A),after(1),c:pk_h(B))	65	9	4	2	false	true	true	108
andor(c:pk_k(A),after(1),c:pk_k(B))	75	6	3	1	false	true	true	74
andor(c:pk_k(A),after(1),j:multi(2,B,C,D))	149	13	5	3	false	true	true	148
andor(c:pk_k(A),after(1),multi(2,B,C,D))	145	9	5	3	false	true	true	148
andor(c:pk_k(A),after(1),or_d(multi(2,B,C,D),multi(2,E,F,G)))	253	16	8	3	false	true	true	151
andor(c:pk_k(A),after(1),or_i(0,multi(2,B,C,D)))	149	12	6	3	false	true	true	149
andor(c:pk_k(A),after(500000001),0)	45	5	2	1	false	true	true	73
andor(c:pk_k(A),after(500000001),and_b(c:pk_k(B),a:after(500000001)))	88	10	3	2	false	true	true	74
andor(c:pk_k(A),after(500000001),andor(multi(2,B,C,D),after(500000001),multi(2,E,F,G)))	263	17	8	3	false	true	true	151
andor(c:pk_k(A),after(500000001),c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(B),pk_k(C)))	145	16	5	2	false	false	true	141
andor(c:pk_k(A),after(500000001),c:pk_h(B))	69	9	4	2	false	true	true	108
andor(c:pk_k(A),after(500000001),c:pk_k(B))	79	6	3	1	false	true	true	74
andor(c:pk_k(A),after(500000001),j:multi(2,B,C,D))	153	13	5	3	false	true	true	148
andor(c:pk_k(A),after(500000001),multi(2,B,C,D))	149	9	5	3	false	true	true	148
andor(c:pk_k(A),after(500000001),or_d(j:multi(2,B,C,D),j:multi(2,E,F,G)))	265	21	6	3	false	false	true	149
andor(c:pk_k(A),after(500000001),or_i(multi(2,B,C,D),0))	153	12	6	3	false	true	true	150
andor(c:pk_k(A),and_b(after(1),a:after(500000001)),0)	50	9	2	2	true	true	true	73
andor(c:pk_k(A),and_b(after(1),a:after(500000001)),c:pk_k(B))	84	10	3	2	true	true	true	74
andor(c:pk_k(A),and_b(multi(2,B,C,D),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),multi(2,E,F,G))	289	15	6	3	false	true	true	253
andor(c:pk_k(A),andor(c:pk_h(B),after(500000001),after(500000001)),c:pk_h(C))	103	17	4	2	false	true	true	180
andor(c:pk_k(A),andor(multi(2,B,C,D),after(1),n:after(500000001)),multi(2,E,F,G))	260	15	5	3	false	true	true	220
andor(c:pk_k(A),andor(multi(2,B,C,D),after(500000001),after(1)),0)	155	13	5	3	false	true	true	220
andor(c:pk_k(A),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),ndv:after(500000001),after(500000001)),multi(2,B,C,D))	202	22	5	3	false	false	true	148
andor(c:pk_k(A),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0),0)	121	15	4	2	false	false	true	139
andor(c:pk_k(A),c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(B),pk_k(C)),multi(2,D,E,F))	254	16	5	3	false	false	true	179
andor(c:pk_k(A),c:pk_h(B),0)	64	8	4	2	false	true	true	180
andor(c:pk_k(A),c:pk_h(B),c:pk_h(C))	88	12	4	2	false	true	true	180
andor(c:pk_k(A),c:pk_h(B),c:pk_k(C))	98	9	4	2	false	true	true	180
andor(c:pk_k(A),c:pk_h(B),multi(2,C,D,E))	168	12	5	3	false	true	true	180
andor(c:pk_k(A),c:pk_k(B),0)	74	5	3	1	false	true	true	146
andor(c:pk_k(A),c:pk_k(B),c:pk_h(C))	98	9	4	2	false	true	true	146
andor(c:pk_k(A),c:pk_k(B),c:pk_k(C))	108	6	3	1	false	true	true	146
andor(c:pk_k(A),c:pk_k(B),multi(2,C,D,E))	178	9	5	3	false	true	true	148
andor(c:pk_k(A),jc:pk_h(B),multi(2,C,D,E))	172	16	5	3	false	true	true	180
andor(c:pk_k(A),jc:pk_k(B),multi(2,C,D,E))	182	13	5	3	false	true	true	148
andor(c:pk_k(A),j:multi(2,B,C,D),0)	148	12	5	3	false	true	true	220
andor(c:pk_k(A),j:multi(2,B,C,D),c:pk_h(E))	172	16	5	3	false	true	true	220
andor(c:pk_k(A),j:multi(2,B,C,D),j:multi(2,E,F,G))	256	17	5	3	false	true	true	220
andor(c:pk_k(A),j:multi(2,B,C,D),multi(2,E,F,G))	252	13	5	3	false	true	true	220
